UserID,JobCount,AvgRunTime,AvgAllocatedProcessors,Interarrival_mean,Interarrival_std,BurstJobCount,BurstinessRatio,MaxBurstSize,BurstLevel
1,72,8090.611111111111,4.847222222222222,548.1944444444445,860.5325347417044,21.0,0.2916666666666667,9,Mid
2,808,8436.576732673268,17.06188118811881,2154.861386138614,3159.3548010556246,39.0,0.04826732673267327,40,Low
3,2962,1398.2187711006077,7.311613774476705,816.8993923024983,1745.020916201306,380.0,0.12829169480081026,15,Mid
4,425,11648.80705882353,2.2988235294117647,1184.5741176470588,2119.745534698845,42.0,0.0988235294117647,3,Mid
5,402,7723.878109452737,49.223880597014926,1459.7039800995026,2163.279470910065,55.0,0.13681592039800994,4,Mid
6,93,14445.36559139785,22.903225806451612,1349.0860215053763,1986.5906979585711,16.0,0.17204301075268819,3,Mid
7,158,204.41772151898735,3.721518987341772,1083.4810126582279,2466.431718739455,18.0,0.11392405063291139,9,Mid
8,91,9946.164835164835,28.13186813186813,1397.7582417582419,2005.0014926049269,14.0,0.15384615384615385,3,Mid
9,269,528.457249070632,24.46840148698885,441.5910780669145,1154.464883822719,128.0,0.4758364312267658,8,High
10,126,34288.80952380953,7.841269841269841,1121.1825396825398,1726.4522763206342,30.0,0.23809523809523808,6,Mid
11,1272,30372.986635220124,1.8616352201257862,771.8073899371069,1458.8864300901857,141.0,0.11084905660377359,6,Mid
12,268,15274.276119402984,6.496268656716418,994.6977611940298,1685.9491980993218,32.0,0.11940298507462686,11,Mid
13,1710,3403.9795321637425,9.533333333333333,597.5263157894736,1352.1313769641513,810.0,0.47368421052631576,41,High
14,111,3920.5675675675675,10.972972972972974,1173.5675675675675,1432.7045094164428,12.0,0.10810810810810811,3,Mid
15,599,5683.28714524207,7.195325542570951,802.3589315525876,1088.6482980155256,57.0,0.09515859766277128,4,Low
16,159,7080.295597484277,5.59748427672956,1146.062893081761,1957.490442240386,18.0,0.11320754716981132,4,Mid
17,344,16499.101744186046,3.886627906976744,1016.7180232558139,2098.758640215282,48.0,0.13953488372093023,18,Mid
18,137,1553.1386861313867,5.671532846715328,654.7591240875912,921.1237743803157,14.0,0.10218978102189781,2,Mid
19,383,7439.937336814622,10.122715404699738,1299.2506527415144,1789.768392937902,31.0,0.08093994778067885,4,Low
20,141,17703.475177304965,9.375886524822695,1764.0070921985816,2516.691434904321,21.0,0.14893617021276595,3,Mid
21,832,291.8317307692308,12.658653846153847,317.74278846153845,978.4532582233845,525.0,0.6310096153846154,7,High
22,244,5863.991803278688,18.50409836065574,1287.3483606557377,2207.691645311726,55.0,0.22540983606557377,2,Mid
23,982,1938.001018329939,5.094704684317719,846.357433808554,1547.1548698087797,206.0,0.20977596741344195,4,Mid
24,2405,3845.3322245322247,4.693139293139293,312.37172557172556,889.9858333477155,812.0,0.33762993762993765,33,High
25,347,2150.4380403458213,11.380403458213257,1485.2910662824208,2673.664445162215,26.0,0.07492795389048991,4,Low
26,309,1067.3754045307444,5.56957928802589,774.4757281553398,1157.887052153762,61.0,0.19741100323624594,8,Mid
27,179,503.4860335195531,3.815642458100559,653.4189944134079,971.1853454118857,23.0,0.12849162011173185,5,Mid
28,117,127.65811965811966,2.6495726495726495,751.4615384615385,961.878832594919,12.0,0.10256410256410256,7,Mid
29,17,5010.117647058823,12.0,774.4705882352941,815.1816605554142,2.0,0.11764705882352941,2,Mid
30,547,27.111517367458866,3.0877513711151736,200.22303473491775,961.158863258728,426.0,0.7787934186471663,24,High
31,1340,396.2723880597015,10.685074626865672,503.7358208955224,1541.790418848786,97.0,0.07238805970149254,5,Low
32,862,10691.719257540602,5.887470997679815,797.8607888631091,1258.400700119467,150.0,0.1740139211136891,6,Mid
33,419,462.07398568019096,6.5536992840095465,1026.4319809069214,2406.0383372694178,70.0,0.16706443914081145,12,Mid
34,848,1330.0483490566037,16.588443396226417,390.89622641509436,749.1050440507947,318.0,0.375,12,High
35,494,833.1801619433198,9.246963562753036,774.334008097166,1202.1077752108756,97.0,0.19635627530364372,5,Mid
36,156,17332.19871794872,11.256410256410257,1001.4102564102565,1553.784856082367,38.0,0.24358974358974358,5,Mid
37,181,14537.944751381216,10.994475138121548,955.060773480663,1627.651778776017,29.0,0.16022099447513813,3,Mid
38,209,18448.655502392343,6.023923444976076,792.9569377990431,1568.6010220594535,78.0,0.37320574162679426,25,High
39,256,64.49609375,11.65234375,489.0625,1366.4770719757041,46.0,0.1796875,5,Mid
40,5,52.0,3.2,163.8,68.39371316137178,0.0,0.0,2,Low
41,58,7332.413793103448,22.0,635.8448275862069,911.3691223941474,9.0,0.15517241379310345,3,Mid
42,126,20660.865079365078,1.8095238095238095,749.0793650793651,1303.0574606097744,27.0,0.21428571428571427,4,Mid
43,95,1077.1263157894737,12.8,725.7789473684211,2216.178502003745,57.0,0.6,8,High
44,195,5328.94358974359,8.2,797.1282051282051,2056.714114162746,33.0,0.16923076923076924,6,Mid
45,57,4545.403508771929,24.666666666666668,1457.1929824561403,1692.5412892051288,4.0,0.07017543859649122,3,Low
46,151,21228.80132450331,25.456953642384107,1424.2119205298013,2417.3328900788474,14.0,0.09271523178807947,24,Low
47,770,1221.2350649350649,13.815584415584416,1235.1623376623377,2080.8749693606205,83.0,0.10779220779220779,7,Mid
48,1183,1085.2916314454776,4.1521555367709215,193.70076077768385,937.9304052364988,386.0,0.32628909551986474,8,High
49,663,255.84012066365008,2.918552036199095,561.4766214177979,1184.308435490547,70.0,0.10558069381598793,7,Mid
50,3,81.33333333333333,2.0,938.3333333333334,1114.4008853789255,0.0,0.0,2,Low
51,176,869.2102272727273,10.926136363636363,876.0113636363636,1875.1224934879363,38.0,0.2159090909090909,5,Mid
52,10,67.7,2.0,421.7,572.7081960106541,3.0,0.3,6,Mid
53,98,530.1530612244898,2.8469387755102042,898.6938775510204,1750.5680810393753,10.0,0.10204081632653061,2,Mid
54,236,19875.47033898305,9.271186440677965,227.67796610169492,767.545087802869,184.0,0.7796610169491526,19,High
55,40,129.9,2.675,676.75,1258.243316528939,7.0,0.175,4,Mid
56,8,206.125,16.0,579.125,514.9544882802751,0.0,0.0,1,Low
57,165,115.82424242424243,4.6,731.6969696969697,1814.3121132258575,15.0,0.09090909090909091,2,Low
58,384,40448.6953125,1.3854166666666667,548.9036458333334,869.3114670375431,126.0,0.328125,5,High
59,49,2185.3061224489797,4.346938775510204,1012.0612244897959,2121.0538399594675,7.0,0.14285714285714285,3,Mid
60,202,4476.351485148515,15.51980198019802,1154.8069306930693,2166.99340223381,41.0,0.20297029702970298,4,Mid
61,154,7496.961038961039,6.233766233766234,1642.3896103896104,2549.8975996655713,11.0,0.07142857142857142,4,Low
62,45,7276.466666666666,36.022222222222226,1073.111111111111,1721.2093293831388,4.0,0.08888888888888889,3,Low
63,65,5173.984615384616,21.553846153846155,1032.6461538461538,1680.0560577586507,9.0,0.13846153846153847,2,Mid
64,117,19014.666666666668,5.811965811965812,1142.042735042735,2079.4041478815366,11.0,0.09401709401709402,2,Low
65,4,7.75,0.5,642.0,1203.461950651813,2.0,0.5,3,High
66,2,0.0,0.0,156.0,89.09545442950498,0.0,0.0,1,Low
67,4,0.0,0.0,61.25,27.932955446926844,2.0,0.5,3,High
68,5,0.0,0.0,66.8,56.25566638126332,3.0,0.6,2,High
69,2,16.5,2.0,60.5,84.14570696119915,1.0,0.5,3,High
70,2,18.0,5.0,50.0,42.42640687119285,1.0,0.5,3,High
71,3,22.0,2.0,1426.0,2386.841636975524,1.0,0.3333333333333333,2,High
72,1,30.0,2.0,60.0,0.0,0.0,0.0,3,Low
73,1,47.0,10.0,66.0,0.0,0.0,0.0,1,Low
74,1,0.0,0.0,28.0,0.0,1.0,1.0,1,High
75,1,47.0,10.0,75.0,0.0,0.0,0.0,1,Low
76,1,0.0,0.0,352.0,0.0,0.0,0.0,1,Low
77,3,56.0,2.0,1013.6666666666666,1280.7631839389096,0.0,0.0,1,Low
78,2,69.0,2.0,2263.0,2835.4981925580555,0.0,0.0,1,Low
79,4,170.75,5.0,2467.0,2559.824342931887,0.0,0.0,1,Low
80,69,14064.550724637682,13.855072463768115,1110.0144927536232,2447.032773962313,11.0,0.15942028985507245,2,Mid
81,223,280.609865470852,10.852017937219731,880.5381165919282,2073.533363615612,40.0,0.17937219730941703,6,Mid
82,8,1274.125,1.0,1517.5,1239.0369532134914,1.0,0.125,2,Mid
